Invoice No,Invoice Dt,Sales Order No,Pick Ticket,Sold To Party,Sold To Party Desc,Cust Po,PO Date,NDC No.,NDC Desc,Category,Source,Batch,Exp Date,Qty,Size/dimensions,Pill Count,Price,Freight,Invoice Amt,Discount,Final Inv Amt,MM-YEAR,Contract ID,DEANO,DEA Exp Date,State Lic.,State Lic Exp Dt,Ship To Code,Customer Name,STREET,City,State,Zip,Shipping Method,Trecking No.,Rxtpl Delivery No.,Rxtpl Invoice  No.
0006027778,Wed Mar 01 2023 05:30:00 GMT+0530 (India Standard Time),0001027911,0020127845,0001020909,MCKESSON FINANCIAL CENTER,8155947714,Tue Feb 28 2023 05:30:00 GMT+0530 (India Standard Time),70756-428-11,DOXEPIN HCL CAPS, USP 100 MG 100S,Non-controlled,MANKIND PHARMA LTD UNIT-3,0EJKV004,Mon Sep 30 2024 05:30:00 GMT+0530 (India Standard Time),48,100CT.,0,53.9,0,2587.2,0,2587.2,03/2023,LPMCK001,RM0456411,Sun Dec 31 2023 05:30:00 GMT+0530 (India Standard Time),,,0001020924,MCKESSON DC# 8155,1 JOHN HENRY DR,ROBBINSVILLE,NJ,08691,,,,
0006027778,Wed Mar 01 2023 05:30:00 GMT+0530 (India Standard Time),0001027911,0020127845,0001020909,MCKESSON FINANCIAL CENTER,8155947714,Tue Feb 28 2023 05:30:00 GMT+0530 (India Standard Time),70756-807-90,LANSOPRAZOLE DELAYED RELEASE CAPSULES 30,Non-controlled,Inventia Healthcare Limited,A2IOV011,Sun Jun 30 2024 05:30:00 GMT+0530 (India Standard Time),72,90,6480,8.65,0,622.8,0,622.8,03/2023,LPMCK001,RM0456411,Sun Dec 31 2023 05:30:00 GMT+0530 (India Standard Time),,,0001020924,MCKESSON DC# 8155,1 JOHN HENRY DR,ROBBINSVILLE,NJ,08691,,,,
0006027778,Wed Mar 01 2023 05:30:00 GMT+0530 (India Standard Time),0001027911,0020127845,0001020909,MCKESSON FINANCIAL CENTER,8155947714,Tue Feb 28 2023 05:30:00 GMT+0530 (India Standard Time),70756-215-90,FENOFIBRATE TABLETS USP 160 MG 90'S,Non-controlled,MANKIND PHARMA LTD UNIT-3,V8JKV010,Sun Aug 31 2025 05:30:00 GMT+0530 (India Standard Time),12,90'S,0,35,0,420,0,420,03/2023,LPMCK001,RM0456411,Sun Dec 31 2023 05:30:00 GMT+0530 (India Standard Time),,,0001020924,MCKESSON DC# 8155,1 JOHN HENRY DR,ROBBINSVILLE,NJ,08691,,1ZA02E120305019440 1ZA02E120305019440 1ZA02E120305019440 1ZA02E120305019440 1ZA02E120305019440,,
0006027778,Wed Mar 01 2023 05:30:00 GMT+0530 (India Standard Time),0001027911,0020127845,0001020909,MCKESSON FINANCIAL CENTER,8155947714,Tue Feb 28 2023 05:30:00 GMT+0530 (India Standard Time),70756-807-51,LANSOPRAZOLE DELAYED RELEASE CAPSULES30,Non-controlled,Inventia Healthcare Limited,A3IOV011,Sat Aug 31 2024 05:30:00 GMT+0530 (India Standard Time),6,500,3000,48.05,0,288.3,0,288.3,03/2023,LPMCK001,RM0456411,Sun Dec 31 2023 05:30:00 GMT+0530 (India Standard Time),,,0001020924,MCKESSON DC# 8155,1 JOHN HENRY DR,ROBBINSVILLE,NJ,08691,,,,
0006027779,Wed Mar 01 2023 05:30:00 GMT+0530 (India Standard Time),0001027814,0020127793,0001018223,CARDINAL HEALTH INC,C5295458KAN,Mon Feb 27 2023 05:30:00 GMT+0530 (India Standard Time),70756-701-30,ALOSETRON TABLETS USP 1 MG 30S,Non-controlled,MANKIND PHARMA LTD UNIT-3,Q3JKV005,Fri Oct 31 2025 05:30:00 GMT+0530 (India Standard Time),60,30'S,0,310,0,18600,0,18600,03/2023,LPCAH001,RW0191926,Wed May 31 2023 05:30:00 GMT+0530 (India Standard Time),900554,Tue Oct 31 2023 05:30:00 GMT+0530 (India Standard Time),0001018245,CARDINAL HEALTH-DC KAN# 27,7601 NE GARDNER AVE,KANSAS CITY,MO,64120,,1ZA02E120305014285 1ZA02E120305014285 1ZA02E120305014285,,
0006027779,Wed Mar 01 2023 05:30:00 GMT+0530 (India Standard Time),0001027814,0020127793,0001018223,CARDINAL HEALTH INC,C5295458KAN,Mon Feb 27 2023 05:30:00 GMT+0530 (India Standard Time),70756-201-12,AMITRIPTYLINE HCL TABLETS USP 10MG-1000s,Non-controlled,MANKIND PHARMA LTD UNIT-3,Z0JKV003,Thu Jul 31 2025 05:30:00 GMT+0530 (India Standard Time),96,1000'S,0,65,0,6240,0,6240,03/2023,LPCAH001,RW0191926,Wed May 31 2023 05:30:00 GMT+0530 (India Standard Time),900554,Tue Oct 31 2023 05:30:00 GMT+0530 (India Standard Time),0001018245,CARDINAL HEALTH-DC KAN# 27,7601 NE GARDNER AVE,KANSAS CITY,MO,64120,,,,
0006027779,Wed Mar 01 2023 05:30:00 GMT+0530 (India Standard Time),0001027814,0020127793,0001018223,CARDINAL HEALTH INC,C5295458KAN,Mon Feb 27 2023 05:30:00 GMT+0530 (India Standard Time),70756-202-11,AMITRIPTYLINE HCL TABLETS USP 25MG-100S,Non-controlled,MANKIND PHARMA LTD UNIT-3,Z6JKW001,Wed Dec 31 2025 05:30:00 GMT+0530 (India Standard Time),192,100'S,0,8.5,0,1632,0,1632,03/2023,LPCAH001,RW0191926,Wed May 31 2023 05:30:00 GMT+0530 (India Standard Time),900554,Tue Oct 31 2023 05:30:00 GMT+0530 (India Standard Time),0001018245,CARDINAL HEALTH-DC KAN# 27,7601 NE GARDNER AVE,KANSAS CITY,MO,64120,,,,
0006027779,Wed Mar 01 2023 05:30:00 GMT+0530 (India Standard Time),0001027814,0020127793,0001018223,CARDINAL HEALTH INC,C5295458KAN,Mon Feb 27 2023 05:30:00 GMT+0530 (India Standard Time),70756-203-11,AMITRIPTYLINE HCL TABLETS USP 50MG-100S,Non-controlled,MANKIND PHARMA LTD UNIT-3,1AJKW001,Sun Nov 30 2025 05:30:00 GMT+0530 (India Standard Time),168,100'S,0,18.5,0,3108,0,3108,03/2023,LPCAH001,RW0191926,Wed May 31 2023 05:30:00 GMT+0530 (India Standard Time),900554,Tue Oct 31 2023 05:30:00 GMT+0530 (India Standard Time),0001018245,CARDINAL HEALTH-DC KAN# 27,7601 NE GARDNER AVE,KANSAS CITY,MO,64120,,,,
0006027779,Wed Mar 01 2023 05:30:00 GMT+0530 (India Standard Time),0001027814,0020127793,0001018223,CARDINAL HEALTH INC,C5295458KAN,Mon Feb 27 2023 05:30:00 GMT+0530 (India Standard Time),70756-215-90,FENOFIBRATE TABLETS USP 160 MG 90'S,Non-controlled,MANKIND PHARMA LTD UNIT-3,V8JKV010,Sun Aug 31 2025 05:30:00 GMT+0530 (India Standard Time),48,90'S,0,35,0,1680,0,1680,03/2023,LPCAH001,RW0191926,Wed May 31 2023 05:30:00 GMT+0530 (India Standard Time),900554,Tue Oct 31 2023 05:30:00 GMT+0530 (India Standard Time),0001018245,CARDINAL HEALTH-DC KAN# 27,7601 NE GARDNER AVE,KANSAS CITY,MO,64120,,1ZA02E120305014294 1ZA02E120305014294 1ZA02E120305014294 1ZA02E120305014294,,
0006027779,Wed Mar 01 2023 05:30:00 GMT+0530 (India Standard Time),0001027814,0020127793,0001018223,CARDINAL HEALTH INC,C5295458KAN,Mon Feb 27 2023 05:30:00 GMT+0530 (India Standard Time),70756-215-51,FENOFIBRATE TABLETS USP 160 MG 500'S,Non-controlled,MANKIND PHARMA LTD UNIT-3,V9JKV048,Tue Sep 30 2025 05:30:00 GMT+0530 (India Standard Time),6,500'S,0,194.45,0,1166.7,0,1166.7,03/2023,LPCAH001,RW0191926,Wed May 31 2023 05:30:00 GMT+0530 (India Standard Time),900554,Tue Oct 31 2023 05:30:00 GMT+0530 (India Standard Time),0001018245,CARDINAL HEALTH-DC KAN# 27,7601 NE GARDNER AVE,KANSAS CITY,MO,64120,,,,
0006027779,Wed Mar 01 2023 05:30:00 GMT+0530 (India Standard Time),0001027814,0020127793,0001018223,CARDINAL HEALTH INC,C5295458KAN,Mon Feb 27 2023 05:30:00 GMT+0530 (India Standard Time),70756-214-90,FENOFIBRATE TABLETS USP 54 MG 90'S,Non-controlled,MANKIND PHARMA LTD UNIT-3,V3JKV004,Sun Aug 31 2025 05:30:00 GMT+0530 (India Standard Time),24,90'S,0,19.15,0,459.6,0,459.6,03/2023,LPCAH001,RW0191926,Wed May 31 2023 05:30:00 GMT+0530 (India Standard Time),900554,Tue Oct 31 2023 05:30:00 GMT+0530 (India Standard Time),0001018245,CARDINAL HEALTH-DC KAN# 27,7601 NE GARDNER AVE,KANSAS CITY,MO,64120,,1ZA02E120305014267 1ZA02E120305014267 1ZA02E120305014267,,
0006027779,Wed Mar 01 2023 05:30:00 GMT+0530 (India Standard Time),0001027814,0020127793,0001018223,CARDINAL HEALTH INC,C5295458KAN,Mon Feb 27 2023 05:30:00 GMT+0530 (India Standard Time),70756-812-90,OLME MEDO & HCTZ TABS 20MG/ 12.5MG 90'S,Non-controlled,UMEDICA LABORATORIES PVT LTD,U22T0923A,Wed Jul 31 2024 05:30:00 GMT+0530 (India Standard Time),24,90'S,0,30,0,720,0,720,03/2023,LPCAH001,RW0191926,Wed May 31 2023 05:30:00 GMT+0530 (India Standard Time),900554,Tue Oct 31 2023 05:30:00 GMT+0530 (India Standard Time),0001018245,CARDINAL HEALTH-DC KAN# 27,7601 NE GARDNER AVE,KANSAS CITY,MO,64120,,,,
0006027779,Wed Mar 01 2023 05:30:00 GMT+0530 (India Standard Time),0001027814,0020127793,0001018223,CARDINAL HEALTH INC,C5295458KAN,Mon Feb 27 2023 05:30:00 GMT+0530 (India Standard Time),70756-814-30,OLME MEDO & HCTZ TABS 40MG/ 25MG 30'S,Non-controlled,UMEDICA LABORATORIES PVT LTD,U22T1267A,Sat Nov 30 2024 05:30:00 GMT+0530 (India Standard Time),72,30'S,0,12,0,864,0,864,03/2023,LPCAH001,RW0191926,Wed May 31 2023 05:30:00 GMT+0530 (India Standard Time),900554,Tue Oct 31 2023 05:30:00 GMT+0530 (India Standard Time),0001018245,CARDINAL HEALTH-DC KAN# 27,7601 NE GARDNER AVE,KANSAS CITY,MO,64120,,,,
0006027779,Wed Mar 01 2023 05:30:00 GMT+0530 (India Standard Time),0001027814,0020127793,0001018223,CARDINAL HEALTH INC,C5295458KAN,Mon Feb 27 2023 05:30:00 GMT+0530 (India Standard Time),70756-814-90,OLME MEDO & HCTZ TABS 40MG/ 25MG 90'S,Non-controlled,UMEDICA LABORATORIES PVT LTD,U22T1234A,Sat Nov 30 2024 05:30:00 GMT+0530 (India Standard Time),96,90'S,0,36,0,3456,0,3456,03/2023,LPCAH001,RW0191926,Wed May 31 2023 05:30:00 GMT+0530 (India Standard Time),900554,Tue Oct 31 2023 05:30:00 GMT+0530 (India Standard Time),0001018245,CARDINAL HEALTH-DC KAN# 27,7601 NE GARDNER AVE,KANSAS CITY,MO,64120,,,,
0006027779,Wed Mar 01 2023 05:30:00 GMT+0530 (India Standard Time),0001027814,0020127793,0001018223,CARDINAL HEALTH INC,C5295458KAN,Mon Feb 27 2023 05:30:00 GMT+0530 (India Standard Time),70756-704-60,RANOLAZINE ER TABLETS 1000MG 60'S PACK,Non-controlled,MANKIND PHARMA LTD UNIT-3,S3JKV010,Tue Sep 30 2025 05:30:00 GMT+0530 (India Standard Time),84,1000MG,0,28.05,0,2356.2,0,2356.2,03/2023,LPCAH001,RW0191926,Wed May 31 2023 05:30:00 GMT+0530 (India Standard Time),900554,Tue Oct 31 2023 05:30:00 GMT+0530 (India Standard Time),0001018245,CARDINAL HEALTH-DC KAN# 27,7601 NE GARDNER AVE,KANSAS CITY,MO,64120,,1ZA02E120305014258,,
0006027779,Wed Mar 01 2023 05:30:00 GMT+0530 (India Standard Time),0001027814,0020127793,0001018223,CARDINAL HEALTH INC,C5295458KAN,Mon Feb 27 2023 05:30:00 GMT+0530 (India Standard Time),70756-703-60,RANOLAZINE ER TABLETS 500MG 60'S PACK,Non-controlled,MANKIND PHARMA LTD UNIT-3,S0JKV022,Fri Oct 31 2025 05:30:00 GMT+0530 (India Standard Time),252,500MG,0,17.5,0,4410,0,4410,03/2023,LPCAH001,RW0191926,Wed May 31 2023 05:30:00 GMT+0530 (India Standard Time),900554,Tue Oct 31 2023 05:30:00 GMT+0530 (India Standard Time),0001018245,CARDINAL HEALTH-DC KAN# 27,7601 NE GARDNER AVE,KANSAS CITY,MO,64120,,1ZA02E120305014276 1ZA02E120305014276,,
0006027780,Wed Mar 01 2023 05:30:00 GMT+0530 (India Standard Time),0001027852,0020127834,0001057760,CVS CAREMARK,0820531817,Tue Feb 28 2023 05:30:00 GMT+0530 (India Standard Time),70756-814-90,OLME MEDO & HCTZ TABS 40MG/ 25MG 90'S,Non-controlled,UMEDICA LABORATORIES PVT LTD,U22T1234A,Sat Nov 30 2024 05:30:00 GMT+0530 (India Standard Time),288,90'S,0,5.69,0,1638.72,0,1638.72,03/2023,LPCVS002,BC9180061,Sun Aug 31 2025 05:30:00 GMT+0530 (India Standard Time),PP481166,Thu Aug 31 2023 05:30:00 GMT+0530 (India Standard Time),0001057762,CAREMARKWILKESBARRE,1 GREAT VALLEY BLVD,WILKES-BARRE,PA,18706,,1ZA02E120305014481,,
0006027780,Wed Mar 01 2023 05:30:00 GMT+0530 (India Standard Time),0001027852,0020127834,0001057760,CVS CAREMARK,0820531817,Tue Feb 28 2023 05:30:00 GMT+0530 (India Standard Time),70756-812-90,OLME MEDO & HCTZ TABS 20MG/ 12.5MG 90'S,Non-controlled,UMEDICA LABORATORIES PVT LTD,U22T0923A,Wed Jul 31 2024 05:30:00 GMT+0530 (India Standard Time),144,90'S,0,3.52,0,506.88,0,506.88,03/2023,LPCVS002,BC9180061,Sun Aug 31 2025 05:30:00 GMT+0530 (India Standard Time),PP481166,Thu Aug 31 2023 05:30:00 GMT+0530 (India Standard Time),0001057762,CAREMARKWILKESBARRE,1 GREAT VALLEY BLVD,WILKES-BARRE,PA,18706,,1ZA02E120305014454 1ZA02E120305014454,,
0006027780,Wed Mar 01 2023 05:30:00 GMT+0530 (India Standard Time),0001027852,0020127834,0001057760,CVS CAREMARK,0820531817,Tue Feb 28 2023 05:30:00 GMT+0530 (India Standard Time),70756-201-12,AMITRIPTYLINE HCL TABLETS USP 10MG-1000s,Non-controlled,MANKIND PHARMA LTD UNIT-3,Z0JKV003,Thu Jul 31 2025 05:30:00 GMT+0530 (India Standard Time),48,1000'S,0,10.8,0,518.4,0,518.4,03/2023,LPCVS002,BC9180061,Sun Aug 31 2025 05:30:00 GMT+0530 (India Standard Time),PP481166,Thu Aug 31 2023 05:30:00 GMT+0530 (India Standard Time),0001057762,CAREMARKWILKESBARRE,1 GREAT VALLEY BLVD,WILKES-BARRE,PA,18706,,1ZA02E120305014463 1ZA02E120305014463,,
0006027781,Wed Mar 01 2023 05:30:00 GMT+0530 (India Standard Time),0001027820,0020127799,0001022858,SOUTH POINTE WHOLESALE INC,0511610,Fri Feb 24 2023 05:30:00 GMT+0530 (India Standard Time),70756-702-30,ALOSETRON TABLETS USP 0.5 MG 30'S,Non-controlled,MANKIND PHARMA LTD UNIT-3,Q0JKV003,Fri Oct 31 2025 05:30:00 GMT+0530 (India Standard Time),24,30'S,0,26.8,0,643.2,0,643.2,03/2023,LPSPW001,RS0312188,Thu Feb 29 2024 05:30:00 GMT+0530 (India Standard Time),W01135,Sat Sep 30 2023 05:30:00 GMT+0530 (India Standard Time),0001022859,SOUTH POINTE WHOLESALE INC,321 MATTHEWS MILL RD,GLASGOW,KY,42141,,,,
0006027781,Wed Mar 01 2023 05:30:00 GMT+0530 (India Standard Time),0001027820,0020127799,0001022858,SOUTH POINTE WHOLESALE INC,0511610,Fri Feb 24 2023 05:30:00 GMT+0530 (India Standard Time),70756-701-30,ALOSETRON TABLETS USP 1 MG 30S,Non-controlled,MANKIND PHARMA LTD UNIT-3,Q3JKV005,Fri Oct 31 2025 05:30:00 GMT+0530 (India Standard Time),24,30'S,0,30.6,0,734.4,0,734.4,03/2023,LPSPW001,RS0312188,Thu Feb 29 2024 05:30:00 GMT+0530 (India Standard Time),W01135,Sat Sep 30 2023 05:30:00 GMT+0530 (India Standard Time),0001022859,SOUTH POINTE WHOLESALE INC,321 MATTHEWS MILL RD,GLASGOW,KY,42141,,1ZA02E120305014909 1ZA02E120305014909 1ZA02E120305014909,,
0006027781,Wed Mar 01 2023 05:30:00 GMT+0530 (India Standard Time),0001027820,0020127799,0001022858,SOUTH POINTE WHOLESALE INC,0511610,Fri Feb 24 2023 05:30:00 GMT+0530 (India Standard Time),70756-011-11,CHLORTHALIDONE TABLETS USP 25 MG 100S,Non-controlled,MANKIND PHARMA LTD UNIT-3,5UJKV002,Wed Jul 31 2024 05:30:00 GMT+0530 (India Standard Time),144,100CT.,0,1.98,0,285.12,0,285.12,03/2023,LPSPW001,RS0312188,Thu Feb 29 2024 05:30:00 GMT+0530 (India Standard Time),W01135,Sat Sep 30 2023 05:30:00 GMT+0530 (India Standard Time),0001022859,SOUTH POINTE WHOLESALE INC,321 MATTHEWS MILL RD,GLASGOW,KY,42141,,1ZA02E120305014785 1ZA02E120305014785,,
0006027781,Wed Mar 01 2023 05:30:00 GMT+0530 (India Standard Time),0001027820,0020127799,0001022858,SOUTH POINTE WHOLESALE INC,0511610,Fri Feb 24 2023 05:30:00 GMT+0530 (India Standard Time),70756-011-12,CHLORTHALIDONE TABLETS USP 25 MG 1000S,Non-controlled,MANKIND PHARMA LTD UNIT-3,YGJKV002,Sat Aug 31 2024 05:30:00 GMT+0530 (India Standard Time),24,1000CT.,0,19,0,456,0,456,03/2023,LPSPW001,RS0312188,Thu Feb 29 2024 05:30:00 GMT+0530 (India Standard Time),W01135,Sat Sep 30 2023 05:30:00 GMT+0530 (India Standard Time),0001022859,SOUTH POINTE WHOLESALE INC,321 MATTHEWS MILL RD,GLASGOW,KY,42141,,1ZA02E120305014758 1ZA02E120305014758 1ZA02E120305014758,,
0006027781,Wed Mar 01 2023 05:30:00 GMT+0530 (India Standard Time),0001027820,0020127799,0001022858,SOUTH POINTE WHOLESALE INC,0511610,Fri Feb 24 2023 05:30:00 GMT+0530 (India Standard Time),70756-405-11,CLOMIPRAMINE HYDROCHLORIDE CAPSULES 25MG,Non-controlled,MANKIND PHARMA LTD UNIT-3,VNJKV001,Sun Aug 31 2025 05:30:00 GMT+0530 (India Standard Time),144,25MG,0,6.35,0,914.4,0,914.4,03/2023,LPSPW001,RS0312188,Thu Feb 29 2024 05:30:00 GMT+0530 (India Standard Time),W01135,Sat Sep 30 2023 05:30:00 GMT+0530 (India Standard Time),0001022859,SOUTH POINTE WHOLESALE INC,321 MATTHEWS MILL RD,GLASGOW,KY,42141,,,,
0006027781,Wed Mar 01 2023 05:30:00 GMT+0530 (India Standard Time),0001027820,0020127799,0001022858,SOUTH POINTE WHOLESALE INC,0511610,Fri Feb 24 2023 05:30:00 GMT+0530 (India Standard Time),70756-427-11,DOXEPIN HCL CAPS, USP 75 MG 100S,Non-controlled,MANKIND PHARMA LTD UNIT-3,6DJKV001,Tue Apr 30 2024 05:30:00 GMT+0530 (India Standard Time),48,100CT.,0,7.14,0,342.72,0,342.72,03/2023,LPSPW001,RS0312188,Thu Feb 29 2024 05:30:00 GMT+0530 (India Standard Time),W01135,Sat Sep 30 2023 05:30:00 GMT+0530 (India Standard Time),0001022859,SOUTH POINTE WHOLESALE INC,321 MATTHEWS MILL RD,GLASGOW,KY,42141,,1ZA02E120305014838 1ZA02E120305014838,,
